,n_sim,n_p,n_p_f
10739,2684,-1,-1
10740,2685,2,2
10741,2685,3,2
10742,2685,5,2
10743,2685,6,2
10744,2686,2,1
10745,2686,3,1
10746,2686,5,1
10747,2686,6,1
10748,2687,2,2
10749,2687,3,1
10750,2687,5,1
10751,2687,6,2
10752,2688,2,2
10753,2688,3,2
10754,2688,5,2
10755,2688,-1,-1
10756,2689,2,1
10757,2689,3,2
10758,2689,5,3
10759,2689,6,3
10760,2690,2,2
10761,2690,-1,-1
10762,2690,5,2
10763,2690,6,2
10764,2691,2,2
10765,2691,3,1
10766,2691,5,2
10767,2691,6,2
10768,2692,2,1
10769,2692,3,2
10770,2692,5,1
10771,2692,6,1
10772,2693,2,1
10773,2693,3,1
10774,2693,5,2
10775,2693,6,1
10776,2694,2,1
10777,2694,3,2
10778,2694,5,2
10779,2694,6,2
10780,2695,2,2
10781,2695,3,2
10782,2695,5,1
10783,2695,6,2
10784,2696,2,1
10785,2696,3,2
10786,2696,5,2
10787,2696,6,1
10788,2697,2,2
10789,2697,3,2
10790,2697,5,1
10791,2697,6,1
10792,2698,2,1
10793,2698,3,1
10794,2698,5,2
10795,2698,6,1
10796,2699,2,1
10797,2699,3,1
10798,2699,5,1
10799,2699,6,2
10800,2700,2,2
10801,2700,3,1
10802,2700,5,2
10803,2700,6,2
10804,2701,2,2
10805,2701,3,2
10806,2701,5,1
10807,2701,6,1
10808,2702,2,1
10809,2702,3,2
10810,2702,5,2
10811,2702,6,1
10812,2703,2,2
10813,2703,3,2
10814,2703,5,1
10815,2703,6,2
10816,2704,2,1
10817,2704,3,2
10818,2704,5,1
10819,2704,6,1
10820,2705,2,2
10821,2705,3,1
10822,2705,5,1
10823,2705,6,1
10824,2706,2,2
10825,2706,3,2
10826,2706,5,1
10827,2706,6,2
10828,2707,2,2
10829,2707,3,1
10830,2707,5,3
10831,2707,6,1
10832,2708,2,1
10833,2708,3,2
10834,2708,5,1
10835,2708,6,1
10836,2709,2,1
10837,2709,3,1
10838,2709,5,2
10839,2709,6,1
10840,2710,2,1
10841,2710,3,2
10842,2710,5,1
10843,2710,6,1
10844,2711,2,1
10845,2711,3,1
10846,2711,5,2
10847,2711,6,2
10848,2712,2,2
10849,2712,3,1
10850,2712,5,2
10851,2712,6,1
10852,2713,-1,-1
10853,2713,3,2
10854,2713,5,1
10855,2713,6,2
10856,2714,2,2
10857,2714,3,1
10858,2714,5,2
10859,2714,6,2
10860,2715,2,2
10861,2715,3,2
10862,2715,5,2
10863,2715,6,2
10864,2716,2,1
10865,2716,-1,-1
10866,2716,5,1
10867,2716,6,2
10868,2717,2,1
10869,2717,3,1
10870,2717,5,1
10871,2717,6,1
10872,2718,2,1
10873,2718,3,1
10874,2718,5,2
10875,2718,6,2
10876,2719,2,2
10877,2719,3,1
10878,2719,5,2
10879,2719,6,2
10880,2720,2,2
10881,2720,3,1
10882,2720,5,1
10883,2720,6,1
10884,2721,2,1
10885,2721,3,1
10886,2721,5,1
10887,2721,6,2
10888,2722,2,1
10889,2722,3,2
10890,2722,5,1
10891,2722,6,1
10892,2723,2,2
10893,2723,3,2
10894,2723,5,1
10895,2723,6,1
10896,2724,2,2
10897,2724,3,2
10898,2724,5,2
10899,2724,6,2
10900,2725,2,1
10901,2725,3,2
10902,2725,5,1
10903,2725,6,2
10904,2726,2,2
10905,2726,3,2
10906,2726,5,2
10907,2726,6,1
10908,2727,2,1
10909,2727,3,2
10910,2727,5,2
10911,2727,6,2
10912,2728,2,1
10913,2728,3,2
10914,2728,5,1
10915,2728,6,2
10916,2729,2,1
10917,2729,3,2
10918,2729,5,1
10919,2729,6,1
10920,2730,2,2
10921,2730,3,1
10922,2730,5,2
10923,2730,6,2
10924,2731,2,1
10925,2731,3,1
10926,2731,5,1
10927,2731,6,2
10928,2732,2,1
10929,2732,3,1
10930,2732,5,1
10931,2732,6,2
10932,2733,2,1
10933,2733,3,2
10934,2733,5,2
10935,2733,6,1
10936,2734,2,2
10937,2734,3,1
10938,2734,5,1
10939,2734,6,1
10940,2735,2,2
10941,2735,3,2
10942,2735,5,2
10943,2735,6,1
10944,2736,2,2
10945,2736,3,2
10946,2736,5,1
10947,2736,6,1
10948,2737,2,1
10949,2737,3,2
10950,2737,5,1
10951,2737,6,2
10952,2738,2,1
10953,2738,3,1
10954,2738,5,2
10955,2738,6,1
10956,2739,2,2
10957,2739,3,2
10958,2739,5,2
10959,2739,6,1
10960,2740,2,1
10961,2740,3,1
10962,2740,5,2
10963,2740,6,2
10964,2741,2,1
10965,2741,3,2
10966,2741,5,2
10967,2741,6,2
10968,2742,2,2
10969,2742,-1,-1
10970,2742,5,1
10971,2742,6,2
10972,2743,-1,-1
10973,2743,3,1
10974,2743,5,1
10975,2743,6,1
10976,2744,2,2
10977,2744,3,2
10978,2744,5,2
10979,2744,6,1
10980,2745,2,1
10981,2745,3,2
10982,2745,5,1
10983,2745,6,2
10984,2746,2,1
10985,2746,3,2
10986,2746,5,1
10987,2746,6,2
10988,2747,2,1
10989,2747,3,2
10990,2747,5,1
10991,2747,6,2
10992,2748,2,2
10993,2748,3,2
10994,2748,5,1
10995,2748,6,1
10996,2749,2,2
10997,2749,3,2
10998,2749,5,1
10999,2749,6,1
11000,2750,2,1
11001,2750,-1,-1
11002,2750,5,2
11003,2750,6,1
11004,2751,-1,-1
11005,2751,3,2
11006,2751,5,2
11007,2751,6,2
11008,2752,2,2
11009,2752,3,1
11010,2752,5,2
11011,2752,6,2
11012,2753,2,1
11013,2753,3,2
11014,2753,5,2
11015,2753,6,2
11016,2754,2,1
11017,2754,3,5
11018,2754,5,1
11019,2754,6,1
11020,2755,2,2
11021,2755,3,2
11022,2755,-1,-1
11023,2755,6,2
11024,2756,2,1
11025,2756,3,2
11026,2756,5,1
11027,2756,6,2
11028,2757,2,2
11029,2757,3,1
11030,2757,5,2
11031,2757,6,1
11032,2758,2,1
11033,2758,3,2
11034,2758,5,2
11035,2758,6,1
11036,2759,2,1
11037,2759,3,2
11038,2759,5,2
11039,2759,6,2
11040,2760,2,2
11041,2760,3,2
11042,2760,5,1
11043,2760,6,1
11044,2761,2,2
11045,2761,3,1
11046,2761,5,1
11047,2761,-1,-1
11048,2762,2,1
11049,2762,3,1
11050,2762,5,2
11051,2762,6,2
11052,2763,2,1
11053,2763,3,1
11054,2763,5,1
11055,2763,6,2
11056,2764,2,1
11057,2764,3,2
11058,2764,5,1
11059,2764,6,1
11060,2765,2,1
11061,2765,3,2
11062,2765,5,2
11063,2765,6,2
11064,2766,2,1
11065,2766,3,1
11066,2766,5,2
11067,2766,6,1
11068,2767,2,1
11069,2767,3,2
11070,2767,-1,-1
11071,2767,6,1
11072,2768,2,1
11073,2768,3,1
11074,2768,5,1
11075,2768,6,2
11076,2769,2,2
11077,2769,3,1
11078,2769,5,1
11079,2769,6,2
11080,2770,-1,-1
11081,2770,3,1
11082,2770,5,2
11083,2770,6,2
11084,2771,2,1
11085,2771,3,2
11086,2771,5,1
11087,2771,6,2
11088,2772,2,2
11089,2772,3,1
11090,2772,-1,-1
11091,2772,6,2
11092,2773,2,2
11093,2773,3,1
11094,2773,5,1
11095,2773,6,2
11096,2774,2,2
11097,2774,3,1
11098,2774,5,1
11099,2774,6,2
11100,2775,2,2
11101,2775,3,1
11102,2775,5,2
11103,2775,6,2
11104,2776,2,1
11105,2776,3,2
11106,2776,5,1
11107,2776,6,2
11108,2777,2,2
11109,2777,-1,-1
11110,2777,5,2
11111,2777,6,2
11112,2778,2,2
11113,2778,3,1
11114,2778,5,1
11115,2778,6,2
11116,2779,2,2
11117,2779,3,1
11118,2779,5,1
11119,2779,6,2
11120,2780,2,2
11121,2780,3,1
11122,2780,5,1
11123,2780,6,2
11124,2781,2,2
11125,2781,3,1
11126,2781,5,1
11127,2781,6,3
11128,2782,2,2
11129,2782,3,2
11130,2782,5,1
11131,2782,6,1
11132,2783,2,1
11133,2783,3,2
11134,2783,5,1
11135,2783,-1,-1
11136,2784,2,2
11137,2784,3,2
11138,2784,5,1
11139,2784,6,2
11140,2785,2,1
11141,2785,-1,-1
11142,2785,5,1
11143,2785,6,2
11144,2786,2,2
11145,2786,3,1
11146,2786,5,1
11147,2786,6,1
11148,2787,2,1
11149,2787,3,2
11150,2787,5,2
11151,2787,6,2
11152,2788,2,2
11153,2788,3,2
11154,2788,5,1
11155,2788,6,2
11156,2789,2,1
11157,2789,3,2
11158,2789,5,2
11159,2789,6,1
11160,2790,2,1
11161,2790,3,2
11162,2790,5,1
11163,2790,6,2
11164,2791,2,1
11165,2791,3,1
11166,2791,5,2
11167,2791,6,2
11168,2792,2,1
11169,2792,3,1
11170,2792,5,1
11171,2792,6,2
11172,2793,2,2
11173,2793,3,1
11174,2793,5,2
11175,2793,6,2
11176,2794,2,1
11177,2794,3,1
11178,2794,5,1
11179,2794,6,2
11180,2795,2,1
11181,2795,3,2
11182,2795,5,2
11183,2795,6,2
11184,2796,2,2
11185,2796,3,2
11186,2796,5,2
11187,2796,6,2
11188,2797,2,2
11189,2797,3,1
11190,2797,5,2
11191,2797,6,2
11192,2798,2,1
11193,2798,3,2
11194,2798,5,2
11195,2798,6,2
11196,2799,2,2
11197,2799,3,1
11198,2799,5,1
11199,2799,6,2
11200,2800,2,2
11201,2800,3,1
11202,2800,5,2
11203,2800,6,2
11204,2801,2,2
11205,2801,3,1
11206,2801,5,1
11207,2801,6,2
11208,2802,2,1
11209,2802,3,2
11210,2802,5,1
11211,2802,6,1
11212,2803,2,2
11213,2803,3,2
11214,2803,5,2
11215,2803,-1,-1
11216,2804,2,1
11217,2804,3,2
11218,2804,5,1
11219,2804,6,2
11220,2805,2,1
11221,2805,3,1
11222,2805,5,2
11223,2805,6,2
11224,2806,2,2
11225,2806,3,2
11226,2806,5,2
11227,2806,6,1
11228,2807,2,2
11229,2807,3,2
11230,2807,5,1
11231,2807,6,2
11232,2808,2,2
11233,2808,3,1
11234,2808,5,2
11235,2808,6,2
11236,2809,2,1
11237,2809,3,2
11238,2809,5,2
11239,2809,6,1
11240,2810,2,1
11241,2810,3,1
11242,2810,5,1
11243,2810,6,2
11244,2811,2,2
11245,2811,3,2
11246,2811,5,2
11247,2811,6,2
11248,2812,2,1
11249,2812,3,2
11250,2812,5,2
11251,2812,6,3
11252,2813,2,1
11253,2813,3,2
11254,2813,5,1
11255,2813,6,2
11256,2814,2,2
11257,2814,3,2
11258,2814,5,2
11259,2814,6,1
11260,2815,2,1
11261,2815,3,1
11262,2815,5,1
11263,2815,6,2
11264,2816,2,2
11265,2816,3,2
11266,2816,5,1
11267,2816,6,2
11268,2817,2,1
11269,2817,3,1
11270,2817,5,2
11271,2817,6,1
11272,2818,2,2
11273,2818,-1,-1
11274,2818,5,2
11275,2818,6,2
11276,2819,2,2
11277,2819,3,2
11278,2819,5,1
11279,2819,6,1
11280,2820,2,1
11281,2820,3,2
11282,2820,5,1
11283,2820,6,1
11284,2821,2,2
11285,2821,-1,-1
11286,2821,5,2
11287,2821,6,2
11288,2822,2,2
11289,2822,3,1
11290,2822,5,2
11291,2822,6,2
11292,2823,2,1
11293,2823,3,2
11294,2823,5,1
11295,2823,6,2
11296,2824,2,1
11297,2824,3,1
11298,2824,5,1
11299,2824,6,1
11300,2825,2,1
11301,2825,3,1
11302,2825,5,2
11303,2825,6,2
11304,2826,2,1
11305,2826,3,2
11306,2826,5,1
11307,2826,6,1
11308,2827,2,2
11309,2827,3,1
11310,2827,-1,-1
11311,2827,6,2
11312,2828,2,1
11313,2828,3,1
11314,2828,5,2
11315,2828,6,1
11316,2829,2,2
11317,2829,3,1
11318,2829,5,1
11319,2829,6,1
11320,2830,2,2
11321,2830,3,2
11322,2830,5,1
11323,2830,6,1
11324,2831,2,2
11325,2831,3,2
11326,2831,5,2
11327,2831,6,1
11328,2832,2,1
11329,2832,3,1
11330,2832,5,2
11331,2832,6,1
11332,2833,2,1
11333,2833,3,1
11334,2833,5,2
11335,2833,6,2
11336,2834,2,1
11337,2834,3,1
11338,2834,5,2
11339,2834,6,2
11340,2835,2,1
11341,2835,3,2
11342,2835,5,2
11343,2835,-1,-1
11344,2836,-1,-1
11345,2836,3,1
11346,2836,5,1
11347,2836,6,2
11348,2837,2,2
11349,2837,3,1
11350,2837,5,1
11351,2837,6,1
11352,2838,2,1
11353,2838,3,1
11354,2838,5,1
11355,2838,6,1
11356,2839,2,1
11357,2839,3,2
11358,2839,5,2
11359,2839,6,2
11360,2840,2,2
11361,2840,3,1
11362,2840,5,1
11363,2840,6,1
11364,2841,-1,-1
11365,2841,3,1
11366,2841,-1,-1
11367,2841,6,1
11368,2842,2,1
11369,2842,3,2
11370,2842,5,2
11371,2842,6,2
11372,2843,2,1
11373,2843,3,1
11374,2843,5,2
11375,2843,6,1
11376,2844,2,2
11377,2844,3,1
11378,2844,5,1
11379,2844,6,1
11380,2845,2,1
11381,2845,3,2
11382,2845,5,2
11383,2845,6,2
11384,2846,2,1
11385,2846,3,5
11386,2846,5,1
11387,2846,6,2
11388,2847,2,1
11389,2847,3,1
11390,2847,5,1
11391,2847,6,2
11392,2848,2,2
11393,2848,3,2
11394,2848,5,1
11395,2848,6,2
11396,2849,2,1
11397,2849,3,2
11398,2849,5,1
11399,2849,6,1
11400,2850,2,2
11401,2850,3,1
11402,2850,5,2
11403,2850,6,2
11404,2851,2,1
11405,2851,3,1
11406,2851,5,2
11407,2851,6,1
11408,2852,2,1
11409,2852,3,1
11410,2852,5,1
11411,2852,6,2
11412,2853,-1,-1
11413,2853,3,2
11414,2853,5,2
11415,2853,6,1
11416,2854,2,2
11417,2854,3,1
11418,2854,5,1
11419,2854,6,2
11420,2855,2,2
11421,2855,3,2
11422,2855,5,1
11423,2855,-1,-1
11424,2856,2,1
11425,2856,3,1
11426,2856,5,2
11427,2856,6,2
11428,2857,2,1
11429,2857,3,1
11430,2857,5,1
11431,2857,6,2
11432,2858,2,2
11433,2858,3,1
11434,2858,5,2
11435,2858,6,2
11436,2859,2,1
11437,2859,3,2
11438,2859,5,1
11439,2859,-1,-1
11440,2860,2,1
11441,2860,3,2
11442,2860,5,1
11443,2860,6,1
11444,2861,-1,-1
11445,2861,3,2
11446,2861,5,1
11447,2861,6,1
11448,2862,2,2
11449,2862,3,1
11450,2862,5,2
11451,2862,6,1
11452,2863,2,1
11453,2863,3,2
11454,2863,5,2
11455,2863,6,1
11456,2864,2,1
11457,2864,3,2
11458,2864,5,1
11459,2864,6,1
11460,2865,2,2
11461,2865,3,2
11462,2865,5,1
11463,2865,6,2
11464,2866,2,1
11465,2866,3,1
11466,2866,5,2
11467,2866,6,1
11468,2867,2,2
11469,2867,3,2
11470,2867,5,1
11471,2867,6,2
11472,2868,2,2
11473,2868,3,2
11474,2868,5,1
11475,2868,6,2
11476,2869,2,1
11477,2869,3,2
11478,2869,5,1
11479,2869,6,1
11480,2870,2,1
11481,2870,3,2
11482,2870,5,2
11483,2870,6,1
11484,2871,2,2
11485,2871,3,1
11486,2871,5,1
11487,2871,6,2
11488,2872,2,2
11489,2872,3,2
11490,2872,5,1
11491,2872,6,1
11492,2873,2,2
11493,2873,3,1
11494,2873,5,1
11495,2873,6,1
11496,2874,2,2
11497,2874,3,2
11498,2874,-1,-1
11499,2874,6,1
11500,2875,2,1
11501,2875,3,2
11502,2875,5,1
11503,2875,-1,-1
11504,2876,2,2
11505,2876,3,1
11506,2876,5,1
11507,2876,6,1
11508,2877,2,2
11509,2877,3,1
11510,2877,5,2
11511,2877,6,1
11512,2878,2,2
11513,2878,3,2
11514,2878,5,2
11515,2878,6,1
11516,2879,2,2
11517,2879,3,3
11518,2879,5,2
11519,2879,6,2
11520,2880,-1,-1
11521,2880,3,2
11522,2880,5,2
11523,2880,6,2
11524,2881,2,2
11525,2881,3,1
11526,2881,5,2
11527,2881,6,2
11528,2882,2,2
11529,2882,3,1
11530,2882,5,2
11531,2882,6,2
11532,2883,2,2
11533,2883,3,2
11534,2883,5,2
11535,2883,6,2
11536,2884,2,1
11537,2884,3,2
11538,2884,5,1
11539,2884,6,2
11540,2885,2,2
11541,2885,3,1
11542,2885,5,2
11543,2885,6,2
11544,2886,2,1
11545,2886,3,1
11546,2886,5,1
11547,2886,6,1
11548,2887,2,2
11549,2887,3,1
11550,2887,5,1
11551,2887,6,1
11552,2888,2,2
11553,2888,3,2
11554,2888,5,2
11555,2888,6,1
11556,2889,2,2
11557,2889,3,2
11558,2889,5,2
11559,2889,6,1
11560,2890,2,2
11561,2890,3,1
11562,2890,5,2
11563,2890,6,2
11564,2891,2,1
11565,2891,3,2
11566,2891,5,2
11567,2891,6,1
11568,2892,2,1
11569,2892,3,2
11570,2892,5,1
11571,2892,6,1
11572,2893,2,2
11573,2893,3,1
11574,2893,5,1
11575,2893,6,1
11576,2894,2,1
11577,2894,-1,-1
11578,2894,5,2
11579,2894,6,2
11580,2895,2,1
11581,2895,3,2
11582,2895,5,2
11583,2895,6,1
11584,2896,2,1
11585,2896,3,2
11586,2896,5,2
11587,2896,6,2
11588,2897,2,2
11589,2897,3,2
11590,2897,5,2
11591,2897,6,1
11592,2898,2,2
11593,2898,3,2
11594,2898,5,1
11595,2898,6,2
11596,2899,2,2
11597,2899,-1,-1
11598,2899,-1,-1
11599,2899,6,2
11600,2900,2,1
11601,2900,3,2
11602,2900,5,1
11603,2900,6,1
11604,2901,2,2
11605,2901,3,1
11606,2901,5,1
11607,2901,6,2
11608,2902,2,1
11609,2902,3,2
11610,2902,5,1
11611,2902,6,2
11612,2903,2,1
11613,2903,3,2
11614,2903,5,2
11615,2903,6,2
11616,2904,2,1
11617,2904,3,2
11618,2904,5,2
11619,2904,6,2
11620,2905,2,2
11621,2905,3,2
11622,2905,5,1
11623,2905,6,1
11624,2906,2,2
11625,2906,3,1
11626,2906,5,1
11627,2906,6,2
11628,2907,2,2
11629,2907,3,2
11630,2907,5,2
11631,2907,6,1
11632,2908,2,2
11633,2908,3,1
11634,2908,5,1
11635,2908,6,1
11636,2909,2,2
11637,2909,3,2
11638,2909,5,2
11639,2909,6,1
11640,2910,2,4
11641,2910,3,2
11642,2910,5,2
11643,2910,6,2
11644,2911,2,1
11645,2911,3,2
11646,2911,5,2
11647,2911,6,2
11648,2912,2,2
11649,2912,3,2
11650,2912,5,1
11651,2912,6,2
11652,2913,2,1
11653,2913,3,1
11654,2913,5,1
11655,2913,6,2
11656,2914,2,1
11657,2914,3,2
11658,2914,5,2
11659,2914,6,1
11660,2915,2,2
11661,2915,3,2
11662,2915,5,1
11663,2915,6,1
11664,2916,2,2
11665,2916,3,2
11666,2916,5,1
11667,2916,6,1
11668,2917,2,2
11669,2917,3,1
11670,2917,5,2
11671,2917,6,2
11672,2918,2,2
11673,2918,3,2
11674,2918,5,2
11675,2918,6,2
11676,2919,2,1
11677,2919,3,1
11678,2919,5,2
11679,2919,6,2
11680,2920,2,2
11681,2920,3,1
11682,2920,5,1
11683,2920,6,2
11684,2921,2,2
11685,2921,3,2
11686,2921,5,1
11687,2921,6,1
11688,2922,2,1
11689,2922,3,1
11690,2922,5,1
11691,2922,6,2
11692,2923,2,2
11693,2923,3,2
11694,2923,5,1
11695,2923,6,2
11696,2924,2,2
11697,2924,3,1
11698,2924,5,2
11699,2924,6,2
11700,2925,2,2
11701,2925,3,1
11702,2925,5,2
11703,2925,6,1
11704,2926,2,2
11705,2926,3,2
11706,2926,5,1
11707,2926,6,1
11708,2927,2,1
11709,2927,3,1
11710,2927,5,1
11711,2927,6,1
11712,2928,2,2
11713,2928,3,2
11714,2928,5,2
11715,2928,6,1
11716,2929,2,1
11717,2929,3,2
11718,2929,5,2
11719,2929,6,1
11720,2930,2,1
11721,2930,3,2
11722,2930,5,2
11723,2930,6,2
11724,2931,2,2
11725,2931,3,2
11726,2931,5,2
11727,2931,6,1
11728,2932,2,1
11729,2932,3,2
11730,2932,5,1
11731,2932,6,2
11732,2933,2,1
11733,2933,3,1
11734,2933,5,2
11735,2933,6,2
11736,2934,2,2
11737,2934,3,1
11738,2934,5,2
11739,2934,6,2
11740,2935,2,2
11741,2935,3,1
11742,2935,5,2
11743,2935,6,2
11744,2936,2,2
11745,2936,3,1
11746,2936,5,2
11747,2936,6,2
11748,2937,2,2
11749,2937,3,2
11750,2937,5,1
11751,2937,6,1
11752,2938,2,2
11753,2938,3,1
11754,2938,5,2
11755,2938,6,1
11756,2939,2,1
11757,2939,3,1
11758,2939,5,1
11759,2939,6,2
11760,2940,2,2
11761,2940,3,2
11762,2940,5,2
11763,2940,6,2
11764,2941,2,1
11765,2941,-1,-1
11766,2941,5,1
11767,2941,6,1
11768,2942,2,1
11769,2942,3,2
11770,2942,5,2
11771,2942,6,1
11772,2943,2,1
11773,2943,3,1
11774,2943,5,2
11775,2943,6,2
11776,2944,2,2
11777,2944,3,1
11778,2944,5,2
11779,2944,6,2
11780,2945,2,2
11781,2945,3,2
11782,2945,5,1
11783,2945,6,1
11784,2946,2,2
11785,2946,3,1
11786,2946,5,1
11787,2946,6,2
11788,2947,2,1
11789,2947,3,2
11790,2947,5,1
11791,2947,6,1
11792,2948,2,2
11793,2948,3,2
11794,2948,5,2
11795,2948,6,2
11796,2949,2,2
11797,2949,3,1
11798,2949,5,2
11799,2949,6,2
11800,2950,2,2
11801,2950,3,2
11802,2950,5,2
11803,2950,6,2
11804,2951,2,2
11805,2951,3,1
11806,2951,5,1
11807,2951,6,1
11808,2952,2,2
11809,2952,3,2
11810,2952,5,2
11811,2952,6,2
11812,2953,2,1
11813,2953,3,2
11814,2953,-1,-1
11815,2953,6,1
11816,2954,2,2
11817,2954,3,2
11818,2954,5,1
11819,2954,6,1
11820,2955,2,1
11821,2955,3,2
11822,2955,5,2
11823,2955,6,2
11824,2956,2,1
11825,2956,3,1
11826,2956,5,1
11827,2956,6,1
11828,2957,2,2
11829,2957,3,2
11830,2957,5,1
11831,2957,6,2
11832,2958,2,1
11833,2958,3,2
11834,2958,5,1
11835,2958,6,1
11836,2959,2,2
11837,2959,3,2
11838,2959,5,1
11839,2959,6,1
11840,2960,2,1
11841,2960,3,2
11842,2960,5,2
11843,2960,6,1
11844,2961,2,1
11845,2961,3,1
11846,2961,5,1
11847,2961,6,2
11848,2962,2,2
11849,2962,3,2
11850,2962,5,1
11851,2962,6,2
11852,2963,2,2
11853,2963,3,1
11854,2963,5,1
11855,2963,6,1
11856,2964,-1,-1
11857,2964,3,2
11858,2964,5,3
11859,2964,6,2
11860,2965,2,2
11861,2965,3,2
11862,2965,5,2
11863,2965,6,2
11864,2966,2,1
11865,2966,3,1
11866,2966,5,1
11867,2966,6,2
11868,2967,2,2
11869,2967,3,2
11870,2967,5,2
11871,2967,6,2
11872,2968,2,2
11873,2968,3,1
11874,2968,5,2
11875,2968,6,1
11876,2969,2,2
11877,2969,3,2
11878,2969,5,1
11879,2969,6,2
11880,2970,2,1
11881,2970,3,2
11882,2970,5,1
11883,2970,6,2
11884,2971,2,2
11885,2971,3,2
11886,2971,5,2
11887,2971,6,2
11888,2972,2,2
11889,2972,3,1
11890,2972,5,2
11891,2972,6,1
11892,2973,2,2
11893,2973,3,2
11894,2973,-1,-1
11895,2973,6,1
11896,2974,2,2
11897,2974,3,1
11898,2974,5,2
11899,2974,6,1
11900,2975,2,2
11901,2975,3,2
11902,2975,5,1
11903,2975,6,1
11904,2976,2,1
11905,2976,3,1
11906,2976,5,2
11907,2976,6,1
11908,2977,2,1
11909,2977,3,2
11910,2977,5,2
11911,2977,6,1
11912,2978,2,2
11913,2978,3,2
11914,2978,5,2
11915,2978,6,1
11916,2979,2,2
11917,2979,3,2
11918,2979,5,1
11919,2979,6,2
11920,2980,2,1
11921,2980,-1,-1
11922,2980,5,2
11923,2980,6,1
11924,2981,2,2
11925,2981,-1,-1
11926,2981,5,3
11927,2981,6,1
11928,2982,2,2
11929,2982,3,2
11930,2982,5,2
11931,2982,6,1
11932,2983,2,1
11933,2983,3,2
11934,2983,5,2
11935,2983,6,2
11936,2984,2,1
11937,2984,3,1
11938,2984,5,2
11939,2984,6,1
11940,2985,2,2
11941,2985,3,1
11942,2985,5,1
11943,2985,6,1
11944,2986,2,1
11945,2986,3,2
11946,2986,5,2
11947,2986,6,2
11948,2987,2,2
11949,2987,3,1
11950,2987,5,2
11951,2987,6,2
11952,2988,2,2
11953,2988,3,2
11954,2988,5,2
11955,2988,6,1
11956,2989,2,1
11957,2989,3,2
11958,2989,5,2
11959,2989,6,1
11960,2990,2,1
11961,2990,3,1
11962,2990,5,1
11963,2990,6,2
11964,2991,2,2
11965,2991,3,1
11966,2991,5,2
11967,2991,6,2
11968,2992,2,2
11969,2992,3,2
11970,2992,5,2
11971,2992,6,1
11972,2993,2,1
11973,2993,3,1
11974,2993,5,1
11975,2993,6,1
11976,2994,2,1
11977,2994,3,2
11978,2994,5,1
11979,2994,6,2
11980,2995,2,1
11981,2995,3,1
11982,2995,5,1
11983,2995,6,1
11984,2996,2,1
11985,2996,3,1
11986,2996,5,2
11987,2996,6,2
11988,2997,2,1
11989,2997,3,2
11990,2997,5,1
11991,2997,6,2
11992,2998,2,1
11993,2998,3,1
11994,2998,5,1
11995,2998,6,1
11996,2999,2,1
11997,2999,3,2
11998,2999,5,2
11999,2999,6,2
12000,3000,2,1
12001,3000,3,2
12002,3000,5,1
12003,3000,6,2
12004,3001,2,2
12005,3001,3,1
12006,3001,5,1
12007,3001,6,2
12008,3002,2,1
12009,3002,3,2
12010,3002,5,1
12011,3002,6,2
12012,3003,2,1
12013,3003,3,1
12014,3003,5,2
12015,3003,6,2
12016,3004,2,1
12017,3004,3,2
12018,3004,5,1
12019,3004,6,1
12020,3005,2,1
12021,3005,3,2
12022,3005,5,1
12023,3005,6,2
12024,3006,2,1
12025,3006,3,1
12026,3006,5,1
12027,3006,6,1
12028,3007,2,2
12029,3007,3,1
12030,3007,5,1
12031,3007,6,2
12032,3008,2,1
12033,3008,3,1
12034,3008,5,2
12035,3008,6,2
12036,3009,2,2
12037,3009,-1,-1
12038,3009,-1,-1
12039,3009,6,2
12040,3010,2,2
12041,3010,3,2
12042,3010,5,2
12043,3010,6,1
12044,3011,2,1
12045,3011,3,1
12046,3011,5,1
12047,3011,6,2
12048,3012,2,1
12049,3012,3,1
12050,3012,5,1
12051,3012,6,2
12052,3013,2,2
12053,3013,3,2
12054,3013,5,2
12055,3013,6,2
12056,3014,2,2
12057,3014,3,2
12058,3014,5,1
12059,3014,6,2
12060,3015,2,2
12061,3015,3,1
12062,3015,5,2
12063,3015,6,1
12064,3016,2,1
12065,3016,3,1
12066,3016,5,1
12067,3016,6,1
12068,3017,2,1
12069,3017,3,2
12070,3017,5,1
12071,3017,6,2
12072,3018,2,2
12073,3018,3,2
12074,3018,5,2
12075,3018,6,2
12076,3019,2,2
12077,3019,3,2
12078,3019,5,1
12079,3019,6,1
12080,3020,2,1
12081,3020,3,2
12082,3020,5,2
12083,3020,6,1
12084,3021,2,2
12085,3021,3,2
12086,3021,5,1
12087,3021,6,1
12088,3022,2,2
12089,3022,3,1
12090,3022,5,1
12091,3022,6,2
12092,3023,2,1
12093,3023,-1,-1
12094,3023,5,2
12095,3023,6,2
12096,3024,2,1
12097,3024,3,1
12098,3024,5,1
12099,3024,6,2
12100,3025,2,2
12101,3025,3,2
12102,3025,-1,-1
12103,3025,6,2
12104,3026,2,2
12105,3026,3,2
12106,3026,5,1
12107,3026,6,2
12108,3027,2,1
12109,3027,3,2
12110,3027,5,1
12111,3027,6,2
12112,3028,2,2
12113,3028,3,1
12114,3028,5,2
12115,3028,6,2
12116,3029,2,2
12117,3029,3,1
12118,3029,5,1
12119,3029,6,2
12120,3030,2,2
12121,3030,3,2
12122,3030,5,1
12123,3030,6,2
12124,3031,-1,-1
12125,3031,3,1
12126,3031,5,2
12127,3031,6,2
